,title,rating,date,review
41,Avis La Banque Postale #102,"2,0 sur 5 étoiles",(Évaluation de Nelly le 05/05/2022),"J'ai gardé cette Banque car mes parents m'ont ouvert un livret à ma naissance et j'ai eu un compte depuis mes 18 ans. Après avoir sans cesse lutté, je vais changer de banque. J'ai investi et il n'y aucune réactivité. Je n'ai eu que des problèmes quasiment. Le conseiller financier n'a que très peu de pouvoir quand il n'est pas incompétent ou absent sans relais. Pour des comptes dormants c'est peut être adapté mais pour l'agilité c'est totalement négatif. Pour exemple, je dois percevoir plus de 7 500 euros, justificatifs envoyés à la Conseillère et au service des réclamations. Je demande une augmentation de découvert autorisé. Non seulement c'est refusé mais en plus le découvert autorisé est annulé totalement. J'appelle le service payant car le gratuit est injoignable et la professionnelle me dit que ce n'est pas du tout normal. Je fais une réclamation comme elle me le conseille et 1 semaine après, le problème n'est toujours pas réglé! Il faut que je rappelle et que je paye donc alors que je ne suis pas à la source de l'erreur. Les interlocuteurs en ligne n'ont pas la main, la Conseillère non plus et la réclamation n'est pas traitée."
42,Avis La Banque Postale #101,"1,8 sur 5 étoiles",(Évaluation de Fabrice le 04/05/2022),Je suis à La Poste (la banque) depuis 35 ans et impossible de clôturer mon compte depuis 5 mois - la poste perd mes cheques - me relance pour des frais de gestion nouveaux - refuse la clôture - me demande des pieces justificatives - des courriers - c’est totalement ubuesque. Je traine ce compte comme un boulet. Je ne vois aucune solution pour l’instant.
43,Avis La Banque Postale #100,"2,6 sur 5 étoiles",(Évaluation de Anonyme le 03/05/2022),"Service client facilement joignable mais ne donne pas suite aux demandes et ne rappelle pas pour débloquer les dossiers. Pour avoir un chèque de banque je me suis déplacé trois fois alors que mon compte était suffisamment provisionné, quinze jours pour modifier un intitulé de RIB. A titre de comparaison pour ces deux opérations cela m'a pris 1 heure chez une banque concurrente."
44,Avis La Banque Postale #99,"2,0 sur 5 étoiles",(Évaluation de Anonyme le 27/04/2022),"Il faut plusieurs heures pour récupérer son mot de passe (message affiché pour récupération), là où les concurrents mettent 1 minute! Appel service payant, on vous gave de pub avant de vous demander votre identifiant et votre mot de passe et si vous ne l avez pas, on vous dit que l appel ne peut aboutir !"
45,Avis La Banque Postale #98,"1,0 sur 5 étoiles",(Évaluation de Ben le 26/04/2022),"Mon conjoint et moi sommes clients de la banque postale. Nous attendons un virement international des États-Unis qui correspond à son salaire. Ce virement émis depuis le début du mois n'est toujours pas arrivé. Nous avons appelé le service client qui nous balade depuis bientôt 1 mois. Aucun suivi de notre dossier par un seul conseiller. Chaque jour on nous donne une version différente concernant ce virement Un jour on nous explique que le virement va arriver dans les heures prochaines le jour suivant on nous annonce que le virement est en cours de traitement. Personne parmi le service clientèle n'a été capable de nous donner des réponses claires et précises et surtout une date précise pour le virement attendu qui je rappelle est le salaire de mon conjoint. Il nous a été demandé des documents de la banque émettrice dont le swift code, malgré cela rien n'a changé, documents qui auraient dû être demandés depuis le début. Donc on nous dit d'attendre avec des versions différentes selon les interlocuteurs pseudo service clientèle de la banque postale. Nous avons insisté sur le fait que cette situation nous a mis à mal financièrement et moralement. Nous envisageons de porter plainte et de faire appel au médiateur de la banque postale."
46,Avis La Banque Postale #97,"1,8 sur 5 étoiles",(Évaluation de Thomas le 24/04/2022),"Après des années à payer mon compte sans demander le moindre service bancaire, un enfer pour réussir à faire fermer mon compte courant.Je suis pourtant passé par le service de mobilité interbancaire que toutes les banques doivent suivre et qui doit rendre la chose simple. Au final j'ai du échanger pendant des mois avec le centre financier pour réussir à faire fermer mon compte à la main. Ils n'ont pas été capable de prendre la demande de mobilité en compte. Je galère maintenant depuis 3 mois pour récupérer 8000 euros qu'ils gardent bloqués sur mon livret A."
47,Avis La Banque Postale #96,"1,8 sur 5 étoiles",(Évaluation de Thomas le 24/04/2022),"Aucun travail de gestion. Impossible de récupérer l'argent qui est sur son livret sans avoir un compte courant chez eux. Il faut aller dans le bureau de poste où vous l'avez ouvert il y a 15 ans ! J'ai fait une demande de cloture de mon livret il y a 4 mois, j'ai envoyé toutes les PJ nécessaires en LRAR au centre financier. Depuis, aucune réponse, aucune nouvelle, rien n'est fait et personne ne me dit rien. Mon argent est juste bloqué chez eux."
48,Avis La Banque Postale #95,"2,3 sur 5 étoiles",(Évaluation de Karine le 22/04/2022),"Je n'ai jamais eu de litige avec la Banque Postale mais j'ai eu pour la première fois des opérations frauduleuses en février 2021 sur mon compte courant. Depuis 2 mois, j'essaie de me faire rembourser sans aucun succès et j'ai beaucoup de mal à entrer en contact mon conseiller financier qui ne me rappelle pas. L'envie de changer de banque se fait de plus en plus forte."
49,Avis La Banque Postale #94,"2,0 sur 5 étoiles",(Évaluation de Anonyme le 18/04/2022),"Ma tante avait souscrit une assurance dépendance à la banque postale. Elle a ensuite été très malade mais impossible d'obtenir le soutien financier dont elle avait besoin! Les conditions de versement avaient changé entre temps. Il fallait dossiers médicaux et certificats, impossible à obtenir pour la tante bien trop malade pour gérer autant de paperasses auxquelles elle ne s'attendait pas et dont il n'était pas question quand elle a souscrit. Finalement ma tante est morte sans le soutien de son assurance."
50,Avis La Banque Postale #93,"2,8 sur 5 étoiles",(Évaluation de Anonyme le 12/04/2022),"Une banque compliquée, lourde à bouger (quand elle bouge, ce qui n'est pas garanti), peu réactive, et avec ça un service client téléphonique payant. Il faut 3 jours ouvrés pour valider un nouveau bénéficiaire de virement malgré l'utilisation d'une connexion sécurisée à 2 étapes et l'entrée d'un Certicode + ... etc. Le tout avec une ""cotisation trimestrielle"" qui n'est certes pas la plus chère du marché, mais pour un service qui est faible."
51,Avis La Banque Postale #92,"2,2 sur 5 étoiles",(Évaluation de Anonyme le 12/04/2022),Cliente depuis presque 10 ans (compte ouvert par mes parents). A chaque fois déçue du retour de cette banque. Sur de nombreux appels pour divers renseignements (dont la clôture de mes comptes ) j’ai eu une seule personne à l’écoute et compétente.
52,Avis La Banque Postale #91,"1,8 sur 5 étoiles",(Évaluation de Anonyme le 09/04/2022),"Une erreur du conseiller que j'ai payé durant quelques mois, avant que la situation se rétablisse. Aucun responsable de disponible. Tous sont désolés mais personne n´est là pour rectifier leur erreur. Manque de professionnalisme marquant. L'erreur est humaine mais faut il l'assumer, la prendre et charge et éviter aux clients d'en payer les conséquences."
53,Avis La Banque Postale #90,"2,2 sur 5 étoiles",(Évaluation de O le 24/03/2022),"Fidèle client depuis 1983 ( CCP devenu La Banque Postale en 2006 ), je viens de quitter La Banque Postale.Pour récupérer un Certicode Plus suite à un changement de numéro de portable (sous prétexte de sécurité, une riche idée de la banque postale de bloquer la gestion de son argent par le client au simple prétexte qu’il a changé de numéro). Des semaines de coups de fil, de mails, d'appels au 3639 ou autre. Pour commencer, votre application mobile vous suggère d'aller sur, depuis un PC, sur votre espace personnel pour modifier votre numéro de portable, chose qui est juste impossible puisqu’il vous faut ce fameux code pour y accéder. Après une semaine de délai, J'ai fini par obtenir un rdv auprès d'une conseillère qui me recoit dans un bureau de 2 m2, qui m’apprend que mon conseiller financier ne répond plus à mes mails depuis plus d'un an car il a changé ( sans que j’en sois informé), et qui va chercher les coordonnées de son remplaçant dans un petit carnet personnel manuscrit type ""école primaire"" qu’elle sort de sa sacoche. La grande classe pour une banque d'envergure nationale. Ensuite, aucune réponse de ladite conseillère à mes mails répétés, si ce n’est, après que je me sois plaint à sa hiérarchie, la réception en copie d’un échange interne avec sa supérieure dans lequel elle affirme m'avoir repondu ! Elle affirme également dans ce mail son intention de me recontacter. Ce qu’elle n’a jamais fait à ce jour. On peut difficilement faire mieux dans la mauvaise foi, le non-professionnalisme.Un ou deux mois plus tard, j’apprendrai que cette conseillère ne me répondrait plus car on m’avait encore attribué un nouveau conseiller . Lequel nouveau conseiller a bien sûr fidèlement perpétué la tradition en ne répondant à aucune de mes sollicitations. J’ai fini par recevoir mon Certicode Plus par la poste ( une semaine pour l'obtenir). Au 21eme siècle, ère du numérique où n’importe quel site web vous envoie instantanément un mail de réinitialisation de votre mot de passe lorsque vous avez un problème, Qui envoie encore un code par courrier postal, privant toute une semaine ses clients de la gestion de leur argent ? Et pour couronner le tout, la banque postale a continué de m’appliquer des frais de tenue de comptes alors que cela faisait des mois que je tentais de les faire clôturer. Au final, des mois de procédures, de mails, d'appels, d'énergie et de temps perdu pour obtenir un simple code de 6 lettres et terminer par quitter en claquant la porte ! S’il fallait donner une note de satisfaction clients sur une échelle de 0 à 10, je dirais ""-5"" !Modernité, réactivité, écoute, communication, déontologie, compétitivité, sérieux, professionnalisme, satisfaction client, sont autant de mots qui n'ont pas cours à La Banque Postale ! En tout cas, de mon expérience. Mais, au milieu de tous ces dysfonctionnements, le plus grave reste, selon moi la question suivante: comment une entreprise peut-elle laisser impunément des conseillers bancaires dont c'est précisément le métier, ne répondre à aucune des sollicitations de ses clients ? Même si cela est injuste vis-à-vis des employés qui y travaillent consciencieusement et efficacement (car il y en a beaucoup quand même, heureusement ), force est de constater que la Banque Postale projette l'image d'une entreprise d'amateurs qui vit à l'âge de pierre."
54,Avis La Banque Postale #89,"1,8 sur 5 étoiles",(Évaluation de Ysa le 07/03/2022),"Demande d'une carte visa classic débit immédiat depuis début janvier 2022, deux mauvaises cartes envoyées (une carte visa à débit différé puis une carte Premier, 3x plus chère). Résultat : je n'ai toujours pas de carte et le service internet est incompétent, plusieurs messages comme quoi ils me rappeleraient -jamais fait même lors d'une prise de rendez-vous précise-, puis enfin un appel impromptu après de nombreux messages de ma part avec la promesse que je n'avais qu'à signer un contrat sur mon espace personnel pour avoir ma carte. Fait le jour même, mais une semaine après il n'y a aucune trace de ce contrat et je n'ai toujours pas de carte."
55,Avis La Banque Postale #88,"1,8 sur 5 étoiles",(Évaluation de Anonyme le 07/03/2022),"On ne peut pas retirer son argent pour changer de banque. Il faut attendre 1 mois d'après le conseiller que j'ai eu au téléphone pour que le virement soit effectué. On nous dit mardi en nous faisant signer un ordre de virement que la somme sera sur l'autre compte vendredi au plus tard, vendredi rien sur le compte alors, on appelle samedi et on nous répond que la loi les autorise à prendre 1 mois pour faire le virement."
